Index_Id,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
110, on 06/01/17 11:36 AM (PDT),Brenda ,2018 Audi Q5 SUV 2.0T Premium Plus quattro w/Prod. End 6/18 4dr SUV AWD (2.0L 4cyl Turbo 7AM),Beautiful vehicle but....ABS clicks at 25mph," This car is gorgeous.  I love how it drives and brakes and the technology is the best!  HOWEVER, the gas mileage averages ~20mpg and there is a clicking under the gas peddle at 25mph.  Between stop signs, red lights, and traffic, it makes my teeth grind every time because it's constant in traffic.  It seems to be worse on some days.  Audi says there will be a fix pushed out to the vehicles but I have seen posts regarding the same issue for several years back.  This alone is making me think I should have considered another model.",3
111, on 05/23/17 06:58 AM (PDT),Dan ,2018 Audi Q5 SUV 2.0T Premium Plus quattro w/Prod. End 6/18 4dr SUV AWD (2.0L 4cyl Turbo 7AM),2018 Q5 Premium Plus - Owner review - Minor nuisan," I have ordered a 2018 X3 but decided to switch to the 2018 Q5 during last minute.   It was a 3 year lease.   The pro. Better cabin material,  technology was very advance, cabin noise is low during cruising, car handing was good, technology is not intuitive.The Bad.ABS activation at 24/25 MPH produce 2-3 clicks that driver can feel thru the gas pedal and can be heard by passenger.  Pre-sense is way too sensitive for NYC.  On numerous occasions,  while parallel parking.  The car breaks itself for no reason.  I was going less than 5 MPH with absolutely nothing behind or on the side.   This wouldn't be a problem if it can be permanently disabled but this requires going thru the 5-6 steps in the menu system to disable it every time the car starts.The RMP/throttle seems low when car is in reverse.   While releasing the break in reverse (without stepping on the gas) you can feel the car vibrate as it was going to cut out.  Obviously it doesn't cut out but surely it shouldn't vibrate.Honestly, I felt my switch over from the X3 to Q5 was a bad choice.   I end up paying more on a monthly basis thinking the 2018 Q5 was a step up.  In technology sense it was a step up, but my expectation of the basic car functions was missed.   Bottom line.  New isn't always better.  I think Audi rush the release for the major model change.",2
112, on 06/29/18 14:29 PM (PDT),Jim Stu ,2017 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Nothing like I've owned before very nice ride," Great mileage, plenty of room low cost on upkeep and best of all no issue's with vehicle",5
113, on 06/24/18 09:36 AM (PDT),Michael Pietrzyk ,2017 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Excellent Car," No complaints, except the price. Everything about the car is over the top luxury and refinement. Bang & Olefson speakers, over the top. Tow capacity, amazing. Acceleration, more than sufficient.",5
114, on 11/17/17 08:27 AM (PST),T  Rubio ,2017 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Highly recommend," Highly recommend, for 4 adults or teenager passengers.  Back seat not adequate for 3 adults.  Q7 better for large family.  However we are a couple & love this vehicle.  Road noise slightly higher than expected but ok.",5
115, on 09/29/17 08:10 AM (PDT),John Paulus ,2017 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),My 2012 Q5 flooded in Harvey so I got another Q5!," It has the most stylish lines of any comparable SUV on the market. Handles like a sedan with permanent 4 wheel drive. The 2017 is much quieter than my old 2012 too and with the B&O speakers, that's a plus!",4
116, on 07/25/17 20:59 PM (PDT),Renee ,2017 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Not the Best, Do your homework before purchasing this vehichle.,3
117, on 06/04/17 15:48 PM (PDT),Sandra Myers ,2017 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Love This Vehicle, Purchased Ibis White with Pistachio interior.  Great vehicle to drive and very solid and comfortable.,5
118, on 05/11/17 07:47 AM (PDT),Michael ,2017 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Brakepad Eater? Tire Eater?," I wanted this car big-time. I have been researching it, along with the BMW X1, for several months. But I recently learned that a couple of friends I trust have this car. They like it ok, but expressed concerns about the expense of maintaining the brakepads and tires. The X1 is faster -- by a fraction of a second -- if that matters to you a lot. But I have owned 3 BMWs over the years and have found that their engineering is very hard to beat. Add to that that the pricing is much better on the BMW, I think it makes more sense.",3
119, on 05/08/17 09:19 AM (PDT),Michael Hyzny ,2017 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Awesome Vehicle," Incredible style, ride and comfort with a good balance of power and mileage, BUT cost goes up more than mileage savings due to price premium of premium fuel.",5
120, on 02/21/17 05:29 AM (PST),Diane LeBlanc ,2017 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),"Looks good, good mileage, but major engine problem"," I do enjoy driving this SUV; it's comfortable, good looking, and performs well. Instrumentation is overly complicated and requires some study if a driver is older. In the first week of owning it, the car developed a major engine problem that originated on the manufacturer's assembly line. The repair was major, and I was advised by independent engineers that there is no assurance that this car could not have another major problem in the future. The dealer was sympathetic and offered me an Audi Care package and 12,000 new car warranty miles.  They think this should cover my inconvenience, but I have no assurance that this Audi will hold up for the long haul.  I don't think I got what I paid for.",3
121, on 01/27/17 14:14 PM (PST),Peter Murray ,2017 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Exactly what I was looking for!," Shopped around quite a bit for a mid-level luxury car and the Q5 ultimately met all my desires.  A little bit more road noise on the highway than I was expecting but beyond that, the vehicle is awesome!  Luxurious while practical and looks pretty damn good out there on the road.",5
122, on 01/09/17 08:04 AM (PST),Michael Ursillo ,2017 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Audi heaven, Can't go wrong.,5
123, on 01/09/17 07:34 AM (PST),First & Last Audi ,2017 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Read This First," My wife has always wanted an Audi. So when our 2014 Jeep Grand Cherokee Lease ended we ""Upgraded"" to a 2017 Q5. The vehicle is a disappointment! I wish I could take it back. What we Lost: Remote Start, Touchscreen Infotainment with larger screen, Heated Steering Wheel, USB ports, and half our Trunk Space!  You can't advance songs from the steering wheel, the volume knob is on the far side of the gear shift, & it's a 2 step process to lower the air power. Another annoyance is the wiper blades can't be raised, so cleaning ice and snow off the blades is a chore. Plus, you have to pay for 10k, 20k, and 30k maintenance or spend another $900 for their Audi Care plan. Yes, it's gorgeous and it handles well in the snow, but the infotainment system is overly-complicated.  I've learned my lesson... Looks aren't everything. It's ""luxury"", but totally impractical.",2
124, on 11/30/16 19:49 PM (PST),Kimberly Matthews ,2017 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Still loving it.," Had my Q5 (2.0 T Premium Plus package) for 17 months now.  I am still really enjoying it and I still love the panoramic sun roof!  It is such a good looking car  -- inside and out.   It is a pleasure to drive.    Remains a  perfect fit for me.   It is not a gas guzzler but does require premium gas which is a bit costly.  It is sporty and in the ""S"" gear has lots of pep.  My only complaints are 1.)  no USD outlets to charge phone (I recently used a 2018 A5 as a loaner and 2 USD outlets were in the center console - very nice - wish I had that);  2.) the front side mirrors are huge and create dangerous blind spots to things like bikes and pedestrians approaching from the side.    Otherwise PERFECT!",5
125, on 11/24/16 08:47 AM (PST),George Rolla ,2017 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Luxury interior," The interior of the Q5 is much nicer than the BMW X3. Test drove both the 2.0 and the 3.0 six cylinder and unless you need the extra hp, (towing or mountain roads)  the 2.0 four cylinder is plenty. Didn't really want the full sunroof but it shouldn't be an issue in cooler climates.",5
126, on 11/16/16 08:55 AM (PST),CANDICE MARR ,2017 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Audi Q5 2.0, ,5
127, on 08/08/18 11:07 AM (PDT),Ross ,2015 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Great midsized SUV," The Audi Q5 is a great combination of power, handling and fuel economy. It’s very quiet and comfortable. Some quirky controls and electronics. Some knobs are backwards of logic, like up to close and down to open... sometimes radio just doesn’t come one. Just stop and restart car and it’s fine. Weird.",4
128, on 08/01/18 11:26 AM (PDT),jim parsons ,2015 Audi Q5 SUV 3.0T Prestige quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),YOU AUDI GET AN AUDI," I owned 5 Mercedes prior to purchasing my new Audi Q5, so was accustomed to German handling, ride and convenience.  I was concerned about ""trading down"" to a 6-cylinder engine, having owned a MB ML55 AMG, far and away the best vehicle I'd ever owned.  The Q5 is definitely a match, stride-for-stride, much to my surprise.  My two first impressions in the vehicle were ""fit and finish"" in the interior and the sound system by Bang and Olafsen---they were my ""deciders.""  Now, after 4 years of Audi ownership, I'd again cite the fit and finish, the sound system, but would add the quiet ride, the confidence I have in the vehicle, and the support I have received from the dealership's service department.  Owning the Q5 has been a very positive experience.  On the negative side of the ledger has been, of course, the tremendous depreciation, which I suppose is common to all highline vehicles.  I experienced that with the Mercedes, and am so doing with the Q5, despite the excellent care it has received from both the dealership and me.  Whether I get another Audi or something else depends on the deal when I go looking----lots of badges are good, but this has been a good experience.  I have recommended Audi to a number of friends and have sold more than a couple to others.",5
129, on 06/29/18 13:25 PM (PDT),Tim from WI ,2015 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Hits the Sweet Spot," I'm a picky person. I've driven many different types of cars, trucks and SUVs in my lifetime (I'm in my fifties) and have never really owned a vehicle that I would say hit the ideal sweet spot or did just about everything.  But the Q5 does just that for me. Interior: beautifully laid out with comfortable seats for the long ride and leather surfaces where the leather looks new all the time with no cracks because Audi does not stretch the leather. Electronics take awhile to learn but are fairly intuitive. Exterior: very German, very nice lines, turns heads. Ride:  smooth and comfortable. Ignore all those reviews that talk about the suspension being overly stiff. I wouldn't even use the word ""stiff"" to describe it. Yes, it is firmer than a Lexus or a Buick but those cars are just too soft and feel like minivans to me. The Audi feels sportier and absorbs the bumps nicely but you are still connected to the road. Handling: steering is precise or sloppy and cornering is very good unlike other SUVs with some body roll when entering an interchange which is not unusual for the height of this car or class. I have not driven in the snow yet so cannot comment but rain was very good. Power: very responsive and great acceleration off the block and at passing speeds. More power than you would ever need. Can tow up to 4,400 pounds which is very good. Safety: Excellent ratings by the government and top safety pick by IIHS. The blind spot indicators on large mirrors are very helpful. Disappointments: the lumbar seating adjustment could be a bit firmer for me, but not too bad. Could have more storage for spare change (I use the ash try which is very small). The phone charging takes place in the glove compartment so your phone is not handy although it is connected through bluetooth. I know, safer that way but I like to be able to grab my phone when I need to.",5
130, on 06/02/18 08:20 AM (PDT),James Fliss ,2015 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),2015 Audi Q5 - almost living the dream.," This has been a great vehicle. Virtually everything I could want in a car. However, a few small details keep it from being perfect. I have had 4 recalls on this SUV.  The cargo space is somewhat limited with the 2nd row seats in use. So far the value has been good, but I'll know more when I trade it in. The technology falls a little short. Friends have a BMW 5 series and have heads up display which this SUV does not have.",5
131, on 04/24/18 16:24 PM (PDT),Paul D ,2015 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Solid car," Car drives well, very quiet inside. Turbo definitely lags. Seats are very comfortable. Best sunroof I've ever had on a car. Overall very happy with the car. A little less happy with the resale value after 3 years and low miles, though haven't compared it to similar vehicles.",4
132, on 04/03/18 13:54 PM (PDT),Micki ,2015 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Bought my leased Audi Q5, The only complaint I have is the difficulty and steps to use the MMI.,4
133, on 03/30/18 10:08 AM (PDT),Mitch ,2015 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Happy repeat customer, Love everything about this and looking forward to the 2018.,5
134, on 01/28/18 09:00 AM (PST),MTB ,2015 Audi Q5 SUV 3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),Great car!," We did a lot of research before buying this car.  We drove Volvos, BMWs, and Subarus. The Q5 hit the right note on all points and was the perfect combination of style, comfort and pick up.  Highly recommend.",5
135, on 01/14/18 12:13 PM (PST),rrand ,2015 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Is 5 recalls in 3 years enough?, This is my 3rd Q5 and the quality is way down from previous models. 5 recalls and a completely frozen steering column needing to be towed out of a parking lot were enough. And now they make them in Mexico??,2
136, on 06/22/17 08:41 AM (PDT),Walter ,2015 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),A fine automobile," My few issues with my Audi are that it's not as quiet a ride as I would hope, especially on the highway: too much air & road noise, so that listening to music is moot. Of course, when you're driving long distances (on highways) is when you want to listen to music!  There is also a hesitancy when trying to enter a highway from a stop or slow speed - you jam the gas pedal to the floor and the engine takes a couple seconds to respond.  Like it's saying to itself, ""I think he wants us to go now, so let's get going.""  Not good.  Once engaged by the transmission, the 2.0 has enough pickup, so it's not the engine.  It's the transmission engagement that is slow. Lastly, it used hi-test gas (91 octane or higher), which makes it more expensive to run, as it only gets around 15+mpg combined.    That all said, it is a very well built automobile in materials, construction, and detail.  Most certainly better quality automobile than ANY of the Asian imports.  Oh... yeah... it stops on a dime!",4
137, on 09/02/16 18:16 PM (PDT),Kurt G. ,2015 Audi Q5 SUV 3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),Very nice crossover," 3.0 V6 is notably quicker, smoother, quieter than the four cylinder 2.0. Unfortunately, like most German cars, the engine size drives the price up!  But the engine usually accompanied by a couple of other ""nice to have"" sport features help you rationalize the difference.   I've always been a ""coupe"" guy, but in my current situation, I'm drawn to a moderate sized cross-over SUV.  Therefore, I wish it had a little smoother ride and less body lean in turns.  However, I'm quite pleased with my choice of the Q5, but now wonder about an SQ5.  Nicer yet!  Waiting on new model update expected in 2018.",5
138, on 08/02/16 21:28 PM (PDT),Mike Y ,2015 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),One Year Review," The Audi Q5 was my dream car, and I was very impressed with it for the first few months. It has been about a year now, and I have less than 9000 miles on it, but I have slowly become less fond of the vehicle. I have had a rattle in the driver's side door fixed once already, but it has come back. I have another rattle coming from the cargo space cover, that makes noise every time I go over a bump, such as speed bump or when pulling into driveways. There also seems to be another rattle coming from the seat belt mount on the driver side. The sun visors will not stay up when moved up to the windshield. Living in Florida, I use the visors daily, but the quickly fall about 2 inches when put them up, which Audi has told me is ""normal.""  I have owned Chevy, GMC, Mitsubishi, Kia and Jeep, and have never encountered a problem with the sun visors staying in place.     It also seems that Audi has gone out of its way to ensure that the base model ($42,000) has as few features as possible IE: radio and electronics. Radio presets can only be operated from the dashboard, not on the steering wheel, and no back-up camera, which is basically standard on all vehicles in this day and age. Overall, I don't dislike the car, but I doubt that I will spend the money on another Audi once my lease is up. I know some of the issues are petty, but for the price, I suppose I expected higher quality.",3
139, on 06/16/16 13:31 PM (PDT),Gene Buell ,2015 Audi Q5 SUV 3.0T Prestige quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),The perfect little SUV!!," Very nice car, not to big, not to small. Very quiet inside, very good power, nice tight car!  We tested others like Cadillac, Lexus, Mercedes Benz, Honda and the grand Cherokee, for our needs, the Q5 was best, and for all the extras, price was good.",5
140, on 05/19/16 15:16 PM (PDT),Melinda ,2015 Audi Q5 SUV 3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),Q5 Large mirrors causes driver blind spots-," I am leasing this car.  It is my first Audi.  My husband loves his Audi so I thought I would try one after driving a Mercedes GL 450 for 2 years.  It has only been 2 months. and I hate this car. My 2  biggest complaints.  The side mirrors are HUGE.  So big, that it causes major blind spots. Very dangerous.  I have seen many complaints of this issue online and disappointed Audi has not responded to fix. When you are at an intersection, making a left, the mirror will cause a blind spot to the cars (median or island) of the street you are entering. I would not buy this car because of this safety issue.   The sensors in the front and back of  the car  are also way to sensitive and will start to beep when are you are no where close to hitting something.   So sensitive,  I find them to be more of a distraction and ignore the beeps.  So what's the purpose when you start tuning it out?",1
141, on 04/16/16 17:53 PM (PDT),Bud Starr ,2015 Audi Q5 SUV 3.0T Prestige quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),Audi Q5 2015 TDI," I purchased this SUV with 14000 miles on it and got a fairly sizable discount from original sticker from the dealer.   I have owned three BMW 535I (one was a 530) previous to this vehicle so I am know what I am talking about performance wise  as two had Sport suspensions.  This Audi does have all the upgrades including the 20 inch wheels and handles extremely well for a smallish 4500 pound SUV.  The acceleration of 6.5 seconds to 60 is amazing for a diesel that has ranged between 30 and 39 miles per gallon so far. I have noticed that the temperature conditions affect the mileage which must be a diesel thing but recently I got 39.5 MPG driving to Chicago on a 70 degree day going Northbound maybe I had a tail wind who knows.   In summary the handling, acceleration , and mileage are ABSOLUTELy splendid.  Certainly some of the 500 HP sport model SUV's are faster but who wants to own a vehicle that gets 15MPG average?I have not had one issue after four months and 9000 miles and  the car is extremely quiet under highway driving conditions.My only complaints are the short warranty period of 50000 miles accompanied by 2600 in ""regular maintanence""  costs  and the center console which impedes the movement of my right leg a bit. The lack of a few  electronic options is really nothing I can not live without like I need more distractions while I am whipping down the highway.  I will let you know if anything goes wrong I am hoping to actually be able to drive a German vehicle for 150K carefree miles which was impossible with a BMW. I can not imagine an Acura or Lexus handling anywhere near as well so if you like performance with economy the TDI is the wave of the future.",5
142, on 01/30/16 20:55 PM (PST),Nancy Nonaparra ,2015 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Multiple Repairs over the First Year.," Purchased the car with 2000 miles on it.  At first drove like charm.  Within 2 months, front grille peeled requiring replacement.  Three months later, needed another grille due to peeling.  After this repair visit noticed shuddering and bucking with acceleration on inclines.  Took car in and was told needed a new fuel injector.  The car had less than 15000 miles.  Injector replaced.  Took car from dealer and before I could get home, problem started again.  After exam was told was fuel related and should try different stations.  A month later, after trying every station in my city, problem still existed and took car back to dealer for closer look.  After several days of exam, car was diagnosed with severe carbon build up in engine.  A shame such a nice car has so many issues. I'm done with Audi.",3
143, on 01/29/16 10:22 AM (PST),TJ Wheeler ,2015 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),"Great Ride, but a few issues!"," I have had my 2015 Audi Q5 for about a year now, replacing a 2009 Acura RDX which I loved.   The Audi is beautifully finished, and an extremely comfortable vehicle.   I have had minor issues with rattles and noises, including having to change the hinges on the rear passenger door.   In also long for some of the technology that I had in my 2009 Acura, like knowing the tire pressure in each tire.  I also find the blue-tooth entertainment system unfriendly to use, and the audio response quite poor.   Frequently, the numbers are wrong.  You can say ""six"" and end up with a seven in the number.  Handling is good, though the electronic steering takes some time to get used to.  I miss the tightness (& lower body roll ) of the Acura, but over time have gotten to where I really like my Audi.Last, for a 2015 model, the interface with your mobile phone is horrid.   The Hyundai Sonata  unfortunately has a better interface than the Audi.   If you are looking for a good, comfortable car, this one is for you.   If you are looking for ""technology"", the Audi may not be your vehicle.",4
144, on 01/21/16 13:49 PM (PST),Ashley ,2015 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),I LOVE MY AUDI," Female, in my early 20's and I love my Audi Q5! I have put a few thousand miles (still under 20k) on this Audi so far and bought the Audi Care with it, brand new. I love the sound system, the navigation system, the buttons, the lights, the controls, the handling, and the traction. The performance on sport mode is phenomenal, I hit over 120mph and it handled amazingly well at such high speeds! I have drove it through rain, gravel, grass, dirt, not *yet snow.... Excellent handling! Very sleek and fancy interior, my favorite thing is the sunroof. I don't have any kids, but I would assume the back seat is average, not large or too small. I travel a lot, it goes for an average of 450 miles before needing another fill up. There is so much technology I have yet to figure out everything, but the more I learn the more I love it!",5
145, on 12/16/15 18:49 PM (PST),Curtis ,2015 Audi Q5 SUV 3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),"Cheap interior parts, avoid vaccum"," I've been a Ford owner for over 30 years from sedans to pickups very satisfied. First Audi Q5 bought with 30,000 miles on it now has 80,000 a year later to give you an idea of the miles I Drive. Overall was satisfied until had an issue with a vacuum ripping off a part on my console. Audi will not sell me that individual part for $20 they bundle it with the entire consol for  $300 dealer said it was my problem to go online and see if I could find the individual part itself. I then called the national Audi customet service and did not get any better service there. very disappointing. I won't own another Audi. Im going back to Ford or Lincoln. Someone should buy the senior management team at Audi copies of the book raving fans their customer service is horrible",3
146, on 09/08/15 10:32 AM (PDT),LovemyQ5 ,2015 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Love this car!," Not too big and not too small, perfect size SUV for me. Handling is great, nav tech can be improved (needs to be more intuitive but I have adapted), overall great ride.Bang and Oluf upgrade has awesome surround sound preferences.Its been 6 months, 2 long road trips with mountain driving, no flat tires or any other issues.I was worried about compact trunk space but my medium dog fits fine along with my groceries/travel baggage.",5
147, on 08/26/15 06:36 AM (PDT),Harry Beratis ,2015 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),A driver's SUV," If you want an objective review, read Edmunds own. Compair to Accura RDX, Volvo   XC60, BMW X3 and MB GLK350.  Own a 2014 Q5 with 24000 miles, two trips from Florida to Boston and zero problems to date.  AC is great, MMI is difficult but once mastered it becomes somewhat intuitive.  Needs to be simplified.   Bad position of the Cruise Control stalk.  Confusing, gets mixed up with Turn Signal at times.  Need to move controls on the steering wheel. ( Are you listening Audi? )  Would I buy again?  In a heart beat.",5
148, on 08/10/15 13:07 PM (PDT),Betsey Hurwitz-Schwab ,2015 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),"Ride is great, MMI is TERRIBLE!!!"," I'm coming up on a year with the Q5.  I love the ride, it sits well, and handles well in the snow.  Unfortunately, the MMI system that controls the navigation and entertainment is TERRIBLE!!!!!  It is not intuitive, it is both on the steering wheel (IF you can figure out which dial to roll) and has a small joystick on the console.  It is way too confusing, too distracting, there is no touch screen and overtime I try to use it I get frustrated.  The book doesn't help at all because a lot of things aren't in there or aren't explained clearly.  The system is so bad that it colors my entire feelings about the car.",4
149, on 06/03/15 19:43 PM (PDT),sidv ,2015 Audi Q5 SUV 3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),"So far, so good for the most part"," Have had a 2015 Q5 3.0T for five months and 2K miles now.  It's the S-line with MMI and the B&O stereo.  I love the looks, the comfortable seats, the panoramic roof and the smooth and torquey engine.  Quattro and the 8 speed transmission make for a nice, fairly refined drivetrain.  Zero issues to date but it's early.   As for negatives the B&O isn't much of a premium stereo and sorely lacks both overall volume and bass.  The MMI is overly complicated and just OK.  The back seat could be a bit roomier but is not terrible by any means.  The cargo area doesn't seem as roomy as I would have hoped.  Curb weight at around 4400 lbs is excessive.  The engine runs out of power a bit at higher rpms",4.125
150, on 05/24/15 07:23 AM (PDT),audiexperience ,2015 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Audi Q5 - 6 month review," - Tires:  3 flat tires in 6 months when I have never had a flat prior.  No full size space.  OEM tires already discontinued after 6 months.  I now have one tire that does not match and Audi has said I need to replace all the tires if I want them to match although Audi does not recommend driving with tires that do not match.  Audi customer service (awful!) said it would not replace the tires, then said it would (I have a voicemail), then said it would not.....- Actual highway MPG has been 22-23 versus posted 28.  I care about vehicle range hence why this matters for me.  - Rattling in the winter.  Constant rattles that went away when temperatures warmed up.  ",3.125
151, on 03/14/15 14:44 PM (PDT),Linda L Ross ,2015 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),"Fun to drive, electronics are a hassle", This turbo SUV is a blast to drive. The leather wrapped steering wheel and shifter feel expensive.  Does great in the snow with factory tires. Backup camera peeps when in Reverse if there is something in front of the car (so not helpful). Too many clicks to do simple things like change the radio station or climate control. Overly complicated electronics (I came from a Lexus RX). Put this engine in a Lexus and I would go back in a heartbeat.Update 3/2017 - drove over Eisenhower pass in Colorado and the transmission popped out of gear several times (this is an automatic). Dealer was clueless. Sold car shortly after. Not interested in a new car that expensive giving me headaches. Also one random time the locked driver's door popped open while driving.,2
152, on 09/05/14 19:29 PM (PDT),driverdiver ,2015 Audi Q5 SUV 2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),2015 Q5 Premium Plus 2.0T," I upgraded from a 2003 BMW x5 to the 2015 Q5.  I considered the BMW x5, x3 as well. Dollar for dollar the Audi wins. Its nicely appointed, peppy and fast, roomy where it needs to be but not more room than you need.  (need more go Q7).   In 2014 the roof rack was notoriously noisy when installed and you needed to get after market wind suppressors.  2015 roof rack now comes standard with them  (manufacturer actually listened!)  Again your choice to install roof rack if desired, the just bolt basically with included tool. Very stylish, LED lights are awesome, great on fuel, fun to drive and has enough space for all my hobbies! Love this SUV!  Love the full Pano sunroof!!",4.75
153, on 02/19/18 08:12 AM (PST),Lawrence Fossi ,2015 Audi Q5 Diesel TDI Premium Plus quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),The Q5 Diesel Is Superb," Glad to finally be done with the great dieselgate debacle. Even after the modifications, the car gets excellent mileage (lost about 1 MPG), and all of its terrific low end torque is intact. Audi really knows how to put a car together. The layout of the cabin is gorgeous. The Audi service people are top notch. Shame it has no Apple CarPlay. This car is a pure pleasure to drive, and has never given me one bit of trouble.",5
154, on 03/21/17 18:03 PM (PDT),BW ,2015 Audi Q5 Diesel TDI Premium Plus quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),Don't hesitate to buy this diesel.," After two years with this 2015 Audi Q5 TDI , I have only one word...incredible. I've never owned a diesel car before...the combination of power, torque and gas mileage cant be beat. Most Americans are now leery of Audi diesel's ...perfect .. Go buy one at incredible bargain rates. This Audi diesel is by far the best selling model throughout Europe, and for good reason. This sophisticated and quiet diesel engine is pure Audi ...through & through. I had the emission ""fix"" done on the car , and now enjoy an extended 100,000 mile warranty with clean emissions, and the car still retains all the power & torque & gas mileage I've grown accustomed to.  ... this engine is way more sophisticated and clean burning than the 4 cylinder VW engines that have been in the news.",5
155, on 12/20/15 18:59 PM (PST),Alexis ,2015 Audi Q5 Diesel TDI Premium Plus quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),I wish I had stuck with the Acura," The car seems to ride OK  except for the steering wheel which seems very loose.   I find it particularly difficult to control in high winds  or at high-speeds.  The acceleration is fantastic  as is the breaking.   The ride is sort of smooth but the tires don't seem to provide much in the way of comfort than you would expect. For the price point of this car, the stereo system is abysmal.  It is like listening to music in a tin can.   My mistake was not checking that out before hand.   Assumed it this day and age and at this price point that he would be as good as the Acura's. When I took it in to find out if there is anything  I was so much is told that it can't compare.   So I took it to an expert who told me it would cost me no less than 1500 to make it sound halfway decent.  The whole navigation system seems OK just a bit complicated.  Making phone calls is equally complicated.   I'm going to wait until I get a few thousand more miles on it and then I'm going to trade it in.   I would not recommend this car  particularly for this price.",2
156, on 10/18/15 17:36 PM (PDT),SMM ,2015 Audi Q5 Diesel TDI Premium Plus quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),Q5 TDI Perfect family crossover," So far with 7500 miles the Q5 has been great. Plenty of power, great gas mileage, very comfortable around town and on the highway. Good value for cost of ownership. Hope to keep it in our family for a long time.",5
